cors-probe (after): tree b2d0c3992, node v26.4.0; eight doors, every CORS entry point, called in process, no port, no live request
door | entry | env | origin | status error | allow-origin | expected | verdict
functions/api/_accounts.ts | pullSave | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | pullSave | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | pullSave | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveVersions | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveVersions | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveVersions | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | saveVersions | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | saveVersions | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | saveVersions | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | saveVersions | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveProfiles | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveProfiles | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | saveProfiles | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | saveProfiles | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | saveProfiles | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | saveProfiles | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | saveProfiles | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | deleteAccount | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | deleteAccount | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | deleteAccount | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | deleteAccount | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | deleteAccount | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | deleteAccount | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | deleteAccount | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/redeem.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/redeem.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/redeem.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/redeem.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/redeem.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/redeem.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/redeem.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/standings.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/standings.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayQueue | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayQueue | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayQueue | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 503 assay_unavailable | https://agenttown.app | admit https://agenttown.app | ok
functions/api/standings.ts | onRequestAssayQueue | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 503 assay_unavailable | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/standings.ts | onRequestAssayQueue | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 503 assay_unavailable | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestAssayQueue | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 503 assay_unavailable | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestAssayQueue | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayVerdict | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayVerdict | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestAssayVerdict | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 503 assay_unavailable | https://agenttown.app | admit https://agenttown.app | ok
functions/api/standings.ts | onRequestAssayVerdict | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 503 assay_unavailable | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/standings.ts | onRequestAssayVerdict | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 503 assay_unavailable | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestAssayVerdict | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 503 assay_unavailable | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestAssayVerdict | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestStandingsReassay | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestStandingsReassay | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/standings.ts | onRequestStandingsReassay | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 503 assay_unavailable | https://agenttown.app | admit https://agenttown.app | ok
functions/api/standings.ts | onRequestStandingsReassay | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 503 assay_unavailable | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/standings.ts | onRequestStandingsReassay | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 503 assay_unavailable | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestStandingsReassay | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 503 assay_unavailable | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/standings.ts | onRequestStandingsReassay | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/refusals.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/refusals.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/refusals.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/refusals.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/refusals.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/refusals.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/refusals.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/telemetry.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/telemetry.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/telemetry.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/telemetry.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/telemetry.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/telemetry.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/telemetry.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/stats.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/stats.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/stats.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/stats.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/stats.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/stats.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/stats.ts | onRequest | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | createRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | createRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | createRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_multiplayer.ts | createRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_multiplayer.ts | createRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | createRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | createRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | connectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | connectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | connectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_multiplayer.ts | connectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_multiplayer.ts | connectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | connectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | connectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | inspectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://localhost:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | inspectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | http://127.0.0.1:5188 | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_multiplayer.ts | inspectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_multiplayer.ts | inspectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_multiplayer.ts | inspectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | inspectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_multiplayer.ts | inspectRoom | misspelled development (ALLOW_LOCALHOST_ORIGINS=true) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_bugs.ts | postBug | development, sender bound (=1 and RESEND_API_KEY) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_bugs.ts | postBug | development, sender bound (=1 and RESEND_API_KEY) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_bugs.ts | postBug | development, sender bound (=1 and RESEND_API_KEY) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_bugs.ts | postBug | development, sender bound (=1 and RESEND_API_KEY) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_bugs.ts | postBug | development, sender bound (=1 and RESEND_API_KEY) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | postBug | development, sender bound (=1 and RESEND_API_KEY) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | postBug | development, sender bound (=1 and RESEND_API_KEY) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_bugs.ts | listBugs | development, sender bound (=1 and RESEND_API_KEY) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_bugs.ts | listBugs | development, sender bound (=1 and RESEND_API_KEY) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_bugs.ts | listBugs | development, sender bound (=1 and RESEND_API_KEY) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_bugs.ts | listBugs | development, sender bound (=1 and RESEND_API_KEY) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_bugs.ts | listBugs | development, sender bound (=1 and RESEND_API_KEY) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | listBugs | development, sender bound (=1 and RESEND_API_KEY) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | listBugs | development, sender bound (=1 and RESEND_API_KEY) | https://evil.example | 404 not_found | (none) | refuse 404 (none) | ok
functions/api/_bugs.ts | getBug | development, sender bound (=1 and RESEND_API_KEY) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_bugs.ts | getBug | development, sender bound (=1 and RESEND_API_KEY) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_bugs.ts | getBug | development, sender bound (=1 and RESEND_API_KEY) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_bugs.ts | getBug | development, sender bound (=1 and RESEND_API_KEY) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_bugs.ts | getBug | development, sender bound (=1 and RESEND_API_KEY) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | getBug | development, sender bound (=1 and RESEND_API_KEY) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_bugs.ts | getBug | development, sender bound (=1 and RESEND_API_KEY) | https://evil.example | 404 not_found | (none) | refuse 404 (none) | ok
functions/api/_accounts.ts | requestCode | development, sender bound (=1 and RESEND_API_KEY) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_accounts.ts | requestCode | development, sender bound (=1 and RESEND_API_KEY) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_accounts.ts | requestCode | development, sender bound (=1 and RESEND_API_KEY) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | requestCode | development, sender bound (=1 and RESEND_API_KEY) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | requestCode | development, sender bound (=1 and RESEND_API_KEY) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | requestCode | development, sender bound (=1 and RESEND_API_KEY) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | requestCode | development, sender bound (=1 and RESEND_API_KEY) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | verifyCode | development, sender bound (=1 and RESEND_API_KEY) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_accounts.ts | verifyCode | development, sender bound (=1 and RESEND_API_KEY) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_accounts.ts | verifyCode | development, sender bound (=1 and RESEND_API_KEY) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | verifyCode | development, sender bound (=1 and RESEND_API_KEY) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | verifyCode | development, sender bound (=1 and RESEND_API_KEY) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | verifyCode | development, sender bound (=1 and RESEND_API_KEY) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | verifyCode | development, sender bound (=1 and RESEND_API_KEY) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | sessionStatus | development, sender bound (=1 and RESEND_API_KEY) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_accounts.ts | sessionStatus | development, sender bound (=1 and RESEND_API_KEY) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_accounts.ts | sessionStatus | development, sender bound (=1 and RESEND_API_KEY) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
functions/api/_accounts.ts | sessionStatus | development, sender bound (=1 and RESEND_API_KEY) | https://www.agenttown.app | 204 | https://www.agenttown.app | admit https://www.agenttown.app | ok
functions/api/_accounts.ts | sessionStatus | development, sender bound (=1 and RESEND_API_KEY) | https://gold-rush-3in.pages.dev | 204 | https://gold-rush-3in.pages.dev | admit https://gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | sessionStatus | development, sender bound (=1 and RESEND_API_KEY) | https://feature-x.gold-rush-3in.pages.dev | 204 | https://feature-x.gold-rush-3in.pages.dev | admit https://feature-x.gold-rush-3in.pages.dev | ok
functions/api/_accounts.ts | sessionStatus | development, sender bound (=1 and RESEND_API_KEY) | https://evil.example | 403 cors_forbidden | (none) | refuse 403 (none) | ok
functions/api/_accounts.ts | pushSave | development, sender bound (=1 and RESEND_API_KEY) | http://localhost:5188 | 204 | http://localhost:5188 | admit http://localhost:5188 | ok
functions/api/_accounts.ts | pushSave | development, sender bound (=1 and RESEND_API_KEY) | http://127.0.0.1:5188 | 204 | http://127.0.0.1:5188 | admit http://127.0.0.1:5188 | ok
functions/api/_accounts.ts | pushSave | development, sender bound (=1 and RESEND_API_KEY) | https://agenttown.app | 204 | https://agenttown.app | admit https://agenttown.app | ok
